"V01","V02","V03","V04","V05","V06","V07","V08","V09","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","Response"
6.545,20.543,1.187,0,9.375,"M3",2.843,8.456,2.351,6,4.852,0.944,12.524,7.438,"ja",37,0.931,6.199,8,10.623,-16.346
7.038,20.371,1.216,2,11.374,"M2",3.302,8.766,3.192,7,3.438,0.679,13.355,8.948,"ja",45,0.614,6.811,7,12.562,-11.263
7.895,21.053,1.132,1,12.488,"M1",2.409,7.589,1.561,6,2.391,0.682,14.48,7.116,"ja",36,0.641,5.749,9,13.658,-6.574
7.396,19.864,1.257,1,11.335,"M1",3.65,8.393,2.685,6,5.358,0.796,16.521,8.145,"ja",41,0.188,5.649,8,10.73,-5.892
6.962,20.06,1.237,4,9.56,"M2",3.752,7.778,2.469,4,4.997,0.826,12.652,7.872,"ja",39,0.775,8.062,7,10.785,-9.413
7.277,19.003,1.026,2,11.938,"M3",2.773,8.109,3.771,3,1.137,0.736,13.799,8.198,"nein",40,0.328,6.223,4,10.588,-1.729
6.661,18.811,1.302,1,10.039,"M2",2.408,8.382,3.318,6,3.857,0.843,17.571,7.362,"ja",38,0.449,6.945,6,10.827,-22.033
6.266,18.688,1.035,2,9.883,"M1",2.446,8.81,3.872,9,3.404,0.847,14.232,9.271,"ja",47,0.782,6.988,10,11.392,-22.308
5.934,20.552,1.224,1,8.978,"M3",2.414,9.128,3.545,4,5.871,0.66,14.141,8.355,"ja",42,0.681,8.969,4,12.645,-28.592
7.091,18.48,1.138,1,11.448,"M1",2.672,8.845,3.495,6,5.278,0.734,13.331,9.515,"ja",48,0.421,7.153,4,12.026,-17.773
7.797,18.452,0.892,2,11.898,"M2",3.741,8.85,1.423,5,1.03,0.804,17.897,8.347,"ja",43,0.879,8.004,6,12.401,-11.529
6.429,18.807,1.232,1,9.219,"M1",3.795,8.187,2.553,9,6.173,0.745,12.44,8.591,"nein",43,0.78,7.639,6,10.242,-7.486
7.127,18.29,1.297,1,11.27,"M2",3.588,6.716,2.297,5,4.032,0.679,15.226,8.961,"nein",45,0.787,6.684,12,12.422,1.55
6.947,19.139,1.354,0,10.303,"M1",3.509,7.121,3.201,7,2.468,0.949,12.648,9.43,"nein",46,0.933,6.073,5,10.912,-4.095
6.491,20.25,1.245,1,10.997,"M1",3.16,8.914,3.681,5,1.76,0.848,17.274,9.435,"ja",47,0.704,7.175,8,13.223,-29.174
7.302,21.246,1.097,0,10.637,"M1",2.768,7.78,3.379,6,3.824,0.96,15.019,8.906,"nein",45,0.917,6.787,9,12.529,-1.925
6.594,19.916,1.474,2,10.1,"M1",3.589,8.651,3.159,8,6.302,0.733,13.585,8.992,"nein",46,0.293,7.176,4,13.397,-12.385
7.673,20.183,1.142,0,11.319,"M1",2.421,8.04,3.42,6,6.861,0.665,12.516,7.127,"ja",35,0.852,8.033,8,10.521,-5.227
6.474,22.023,1.182,1,10.041,"M2",3.959,8.437,3.68,4,3.62,0.794,13.711,7.167,"nein",36,0.459,7.34,8,13.131,-3.024
7.832,18.723,1.3,3,12.365,"M1",3.933,8.115,3.64,5,2.077,0.795,15.404,9.584,"ja",48,0.96,6.705,9,11.77,-13.586
6.64,20.363,1.344,1,9.713,"M1",3.021,6.534,2.108,5,1.768,0.892,15.701,8.805,"nein",44,0.77,5.713,6,12.84,-11.642
6.666,19.513,1.118,2,9.376,"M1",2.568,7.624,3.285,10,5.363,0.89,17.862,7.877,"nein",40,0.764,5.928,9,14.148,-13.057
6.764,20.158,1.294,1,11.016,"M1",2.793,8.171,3.828,9,4.698,0.744,11.956,8.853,"nein",45,0.382,5.864,7,14.085,-3.886
7.556,20.285,1.203,1,10.56,"M3",3.157,8.347,2.834,5,6.107,0.956,13.052,8.537,"ja",42,0.122,6.446,4,12.366,-12.912
6.716,19.098,1.098,0,9.579,"M1",3.33,7.336,3.294,6,4.587,0.792,13.298,9.489,"ja",48,0.346,6.57,2,10.707,-20.657
8.148,19.861,1.175,1,12.607,"M3",2.956,7.675,2.43,6,3.223,0.689,12.514,8.973,"ja",46,0.267,7.665,6,13.735,-5.189
8.033,21.242,1.406,2,11.605,"M3",2.049,8.332,2.547,6,2.376,0.684,11.378,9.833,"ja",49,0.499,7.609,10,14.249,-6.078
6.782,18.974,1.213,1,9.646,"M3",3.534,7.874,2.892,4,6.078,0.86,16.722,9.455,"nein",46,0.265,6.126,5,12.441,-12.917
6.758,20.014,1.25,1,9.521,"M1",3.181,7.981,2.647,7,6.066,0.774,16.383,9.5,"nein",47,0.17,7.797,6,14.659,-12.546
6.686,20.143,1.163,2,10.018,"M2",2.053,7.624,4.618,6,2.957,0.761,15.223,8.97,"ja",44,0.71,7.073,7,13.207,-16.607
6.852,18.755,1.09,0,8.525,"M1",2.045,8.136,3.27,7,5.299,0.959,15.506,9.881,"ja",50,0.592,7.227,8,13.154,-20.553
7.226,19.876,1.13,2,8.963,"M1",3.979,8.603,4.111,6,4.922,0.7,12.425,7.31,"nein",37,0.075,7.494,9,13.271,1.776
7.216,20.251,1.295,1,10.437,"M1",2.372,7.019,3.102,3,1.107,0.917,14.145,8.003,"nein",40,0.442,7.601,8,14.674,-3.787
7.057,20.12,1.235,1,10.373,"M2",3.736,8.095,2.729,4,1.805,0.843,15.744,7.461,"ja",36,0.782,6.988,5,14.236,-14.606
7.086,19.275,1.135,0,8.997,"M1",2.786,8.121,2.311,6,7.019,0.719,14.552,7.648,"ja",38,0.658,6.403,4,14.094,-18.069
7.327,20.006,0.887,0,10.134,"M1",3.731,7.983,3.691,5,5.096,0.827,12.296,8.993,"ja",45,0.413,7.1,10,13.157,-8.692
6.928,19.211,1.205,0,10.257,"M1",2.306,7.801,3.707,4,2.43,0.913,15.373,8.042,"nein",40,0.789,5.652,10,14.522,-5.744
7.152,18.27,1.412,0,12.453,"M1",2.693,7.624,3.188,4,3.68,0.729,13.949,7.656,"ja",38,0.393,6.323,13,11.33,-11.85
7.29,20.473,1.116,0,10.311,"M1",3.115,8.269,3.774,5,3.944,0.829,14.572,7.962,"nein",40,0.077,6.055,7,12.161,-3.091
7.03,21.401,1.146,0,9.62,"M2",2.046,7.346,4.713,5,2.075,0.902,12.903,7.801,"ja",39,0.826,6.651,8,10.204,-7.681
6.898,20.157,1.146,0,9.936,"M1",3.35,7.461,2.851,4,3.671,0.782,14.599,9.74,"ja",49,0.347,8.139,7,11.188,-19.466
7.811,18.893,1.122,0,12.49,"M1",2.134,7.274,3.353,8,1.602,0.68,20.059,9.648,"nein",48,0.878,7.005,8,9.986,-7.749
6.537,20.675,1.145,0,10.412,"M1",2.493,7.992,1.221,4,1.03,0.703,13.143,9.181,"nein",47,0.313,7.094,9,12.934,-5.747
7.466,18.482,1.01,2,10.513,"M1",3.373,8.971,3.542,5,5.31,0.801,17.856,8.547,"ja",45,0.177,7.744,7,12.44,-19.941
7.131,18.874,0.956,2,12.087,"M1",3.546,7.486,2.552,7,5.157,0.84,14.241,8.387,"ja",42,0.808,6.992,7,12.652,-14.148
7.366,18.955,1.292,1,11.235,"M2",2.947,7.943,3.433,2,2.154,0.878,12.562,9.3,"ja",47,0.976,6.396,7,13.44,-6.165
6.857,20.801,0.961,1,9.947,"M1",2.103,7.747,3.052,4,4.196,0.756,12.996,8.271,"ja",41,0.216,7.706,7,11.858,-15.077
7.536,17.996,1.044,0,10.777,"M1",3.455,8.519,3.882,5,2.712,0.885,15.885,9.149,"ja",46,0.409,5.837,10,14.633,-14.015
6.266,20.62,1.303,2,9.657,"M3",3.946,8.171,3.487,7,2.636,0.903,15.244,7.977,"ja",41,0.56,7.642,7,14.043,-26.023
6.709,19.818,1.186,1,9.377,"M1",2.092,8.833,2.712,5,3.605,0.745,15.043,7.887,"ja",39,0.196,7.076,9,11.058,-19.628
7.469,19.914,1.206,0,10.22,"M1",2.848,7.79,1.987,9,5.761,0.766,13.396,9.239,"ja",45,0.69,6.817,7,13.458,-12.19
7.11,20.321,1.329,1,9.027,"M1",2.695,9.056,2.741,7,5.271,0.717,16.178,8.938,"ja",45,0.363,7.736,7,15.109,-23.347
7.661,18.757,1.187,0,12.047,"M1",3.06,8.419,2.612,6,3.838,0.864,12.443,9.837,"nein",48,0.574,8.945,5,12.615,2.129
6.772,19.691,1.053,0,10.557,"M1",3.816,7.105,2.772,4,5.502,0.76,11.963,8.117,"ja",41,0.703,7.366,10,12.259,-11.468
6.525,20.661,0.927,2,10.508,"M1",2.045,7.345,3.387,8,4.942,0.828,11.581,8.62,"ja",44,0.385,6.399,9,12.691,-13.392
6.575,19.624,1.047,1,9.501,"M1",2.1,9.939,1.993,8,3.19,0.892,14.581,8.129,"nein",42,0.396,6.275,6,11.861,-8.814
6.864,18.97,1.24,0,10.88,"M3",3.121,8.494,3.101,8,2.725,0.758,13.628,8.772,"ja",43,0.149,6.95,8,12.6,-17.073
6.787,18.644,1.203,0,9.655,"M1",3.902,7.286,3.667,8,2.458,0.64,16.427,8.692,"nein",43,0.66,6.542,8,10.791,-9.877
6.709,18.624,1.178,0,9.87,"M1",3.024,7.311,3.913,4,6.996,0.855,14.428,7.241,"ja",36,0.735,8.022,9,13.641,-15.999
6.537,19.16,1.27,1,9.228,"M1",3.464,7.172,2.76,6,2.29,0.664,20.023,9.039,"ja",45,0.778,6.618,9,12.367,-33.227
6.714,20.661,1.267,0,8.808,"M2",3.235,7.854,4.377,5,3.155,0.855,16.062,7.053,"nein",35,0.581,6.484,6,10.982,-6.933
7.597,21.303,1.28,0,11.996,"M2",3.621,8.146,2.995,6,1.207,0.781,16.79,8.992,"nein",44,0.133,6.952,6,10.294,-2.531
6.664,20.347,1.304,0,10.738,"M1",2.23,7.883,3.706,6,6.636,0.728,10.446,7.107,"ja",35,0.669,8.241,7,11.966,-11.374
7.693,19.199,1.187,1,10.789,"M3",2.878,8.143,2.955,8,1.807,0.762,14.361,8.911,"ja",44,0.768,5.358,6,11.596,-13.851
7.423,19.499,1.306,3,10.81,"M1",4.052,8.707,3.205,6,1.408,0.726,11.696,9.581,"nein",47,0.562,7.18,4,12.88,0.185
7.1,19.516,0.936,0,10.377,"M1",3.85,6.44,3.504,9,6.87,0.889,11.998,7.932,"ja",39,0.135,5.864,5,11.871,-11.299
7.139,20.984,1.161,2,11.861,"M1",2.756,7.892,2.853,5,1.743,0.604,15.143,7.275,"nein",36,0.274,8.033,4,14.141,-6.706
7.139,20.294,1.187,1,9.579,"M1",2.392,6.836,2.775,10,2.452,0.887,16.796,9.551,"ja",49,0.533,6.166,4,14.597,-24.75
6.502,20.111,1.016,3,9.177,"M1",3.218,8.303,3.268,8,6.344,0.588,18.066,7.597,"ja",38,0.376,7.406,7,13.213,-27.527
6.934,19.627,1.308,0,9.85,"M1",3.854,6.001,3.591,3,1.511,0.802,16.251,8.059,"ja",40,0.822,7.375,6,13.006,-21.662
6.748,19.265,1.042,0,10.453,"M1",2.808,7.499,2.972,8,6.51,0.82,15.123,9.91,"ja",49,0.779,8.248,5,13.296,-22.884
6.576,19.092,1.332,0,9.415,"M2",3.248,7.846,3.839,4,5.754,1.026,12.135,8.01,"ja",40,0.405,6.688,9,9.948,-9.432
6.313,18.844,1.234,2,9.084,"M1",3.857,8.804,2.463,5,2.167,0.826,14.136,9.357,"nein",47,0.729,6.636,7,13.932,-10.848
7.689,21.191,1.36,2,10.791,"M2",3.409,8.189,2.254,8,1.868,0.979,15.811,8.596,"ja",42,0.268,7.811,9,10.243,-9.331
7.393,19.273,1.387,0,10.246,"M3",2.176,8.968,3.073,6,4.938,0.932,16.804,9.516,"ja",48,0.571,6.542,4,14.161,-23.799
6.392,18.358,1.124,1,8.809,"M1",2.544,8.431,3.466,5,6.267,0.755,14.7,9.978,"nein",50,0.111,5.712,7,11.808,-9.839
7.074,22.285,1.185,0,9.679,"M1",2.729,7.553,3.862,6,3.056,0.854,14.501,8.948,"ja",45,0.48,7.06,8,13.403,-18.058
7.414,19.523,1.131,2,11.921,"M2",3.767,7.471,2.26,7,6.332,0.765,12.741,9.573,"ja",47,0.664,6.157,7,13.848,-5.903
7.122,19.006,1.188,2,11.4,"M2",3.537,7.722,2.919,3,5.881,0.74,14.949,9.074,"ja",46,0.629,6.402,5,13.764,-15.484
6.948,20.848,1.189,1,10.627,"M3",2.143,8.495,2.75,2,3.471,0.705,16.196,7.901,"nein",39,0.071,7.298,8,11.628,-9.239
7.342,19.028,1.137,2,11.025,"M3",3.397,7.753,2.079,6,6.207,0.711,14.726,8.992,"nein",45,0.819,6.764,6,11.047,-3.346
6.868,20.699,1.331,0,10.477,"M2",2.443,8.337,3.275,7,6.512,0.743,13.892,7.59,"nein",39,0.805,7.037,4,10.413,-3.328
7.647,20.471,1.165,2,10.542,"M1",2.264,7.896,3.732,4,2.366,0.69,15.058,8.878,"ja",44,0.655,6.794,5,13.119,-14.636
6.803,20.642,1.244,1,10.644,"M3",2.514,8.252,1.717,6,2.439,0.791,13.435,8.704,"ja",44,0.943,6.621,8,14.454,-18.565
6.37,19.025,1.223,1,9.282,"M1",2.077,7.566,3.309,8,3.822,0.887,18.175,7.602,"ja",38,0.055,5.995,7,13.375,-28.941
6.813,18.969,1.161,0,11.114,"M2",2.982,8.202,4.032,7,2.594,0.821,17.761,7.22,"nein",36,0.18,8.275,5,11.524,-7.97
6.885,20.869,1.218,1,9.993,"M1",2.971,7.492,3.247,5,2.019,0.889,18.04,7.802,"ja",39,0.633,7.803,8,11.663,-24.179
7.075,20.959,0.943,0,10.015,"M1",2.884,7.873,3.266,6,1.889,0.827,11.446,8.583,"ja",43,0.628,7.948,5,14.139,-10.003
6.57,21.914,1.099,1,9.132,"M2",3.672,8.277,2.963,6,3.485,0.853,17.566,7.93,"nein",40,0.067,6.952,10,14.451,-9.926
7.179,21.752,1.113,4,10.791,"M2",2.681,7.945,3.469,7,1.324,0.824,14.726,9.88,"ja",48,0.79,7.437,7,13.352,-12.883
7.067,21.884,1.259,1,10.277,"M1",3.35,7.893,2.602,7,3.909,0.641,17.469,7.136,"ja",36,0.077,7.581,7,14.372,-23.46
6.711,21.373,1.259,1,9.659,"M2",3.321,8.016,3.242,3,6.715,0.746,12.061,7.841,"ja",38,0.376,7.472,6,10.993,-9.494
6.797,20.046,1.265,3,9.489,"M1",2.257,7.878,3.175,5,5.617,0.747,16.262,9.732,"ja",48,0.42,6.9,12,14.696,-23.235
7.183,19.347,1.148,1,12.389,"M1",3.05,8.474,4.184,6,2.159,0.819,16.183,7.233,"ja",37,0.436,8.907,7,13.72,-18.039
6.618,19.554,1.326,1,8.187,"M1",3.424,8.501,2.87,7,4.443,0.767,15.405,8.986,"nein",44,0.851,7.576,7,11.442,-10.859
6.613,19.736,1.145,1,9.852,"M1",3.758,7.569,2.552,6,1.767,0.792,17.671,7.725,"ja",39,0.515,7.514,9,12.62,-24.861
6.59,19.178,1.162,1,9.709,"M2",2.75,6.881,3.216,4,2.766,0.693,13.673,9.206,"ja",46,0.291,6.615,9,12.748,-14.92
7.275,19.136,1.194,2,10.617,"M2",3.582,8.218,2.331,3,1.702,0.95,13.594,9.755,"ja",48,0.398,8.141,7,13.608,-9.352
7.792,19.365,1.201,0,11.429,"M1",2.566,8.491,4.065,2,1.611,0.694,16.532,9.791,"nein",48,0.252,7.309,4,13.937,-5.305
7.721,21.28,1.201,1,11.392,"M1",2.054,8.571,3.012,5,6.34,0.725,14.312,9.102,"ja",45,0.06,6.191,9,14.812,-12.201
7.313,19.008,1.037,1,10.049,"M1",2.206,7.754,4.749,6,3.889,0.737,18.874,9.203,"ja",46,0.18,6.003,6,12.793,-23.67
